,review_text,majority_vote
1391,Sesimple ini sekarang konsul. Privasi nya lebih terjaga. Dan minim kontaminasi virus dan bakteri jika pergi ke rs.,HAPPINESS
1392,kenapa tidak bisa login ya? kode otp selalu gagal,SADNESS
1393,"sudah sering pakai aplikasi ini, tapi baru kali ini dapet pengalaman sangat buruk. Pesan jam 18.20, sampai jam 21.00 obat belum sampai. Sudah mencoba lapor, tapi tidak dapat solusi juga.",SADNESS
1394,Dokter nya ramah 🫶,HAPPINESS
1395,"Aplikasi nya lelet anjir. Pengembalian dana katanya beberapa menit. Nyata nya berjam jam gak juga. Yg mau nyoba tihati, siapin sabar yg luas. Apalagi buat urgent Ini juga belum tau dana nya bakal balik apa gak",SADNESS
1396,Sangat bagus hanya saja utk konsul² dokter spesialis harga mahal dan voucher utk konsul g pernah dapat,SADNESS
1397,bagus bagus,HAPPINESS
1398,Sangat bermanfaat untuk yg sakit,HAPPINESS
1399,"Habis konsul mau langsung nebus obat, soalnya sudah gak kuat sama nahan sakit, Eh malah 2x dong pengiriman saya dibatalkan. Tolong lh diperbaiki lagi, kami yang tinggal di pedalaman sulit buat nyari dokter. Ini sudah bagus ada aplikasinya eh malah obatnya yang susah.",SADNESS
1400,Ngambil gosend harus driver datang dulu baru di cari obat tiba2 barang kosong harus di cencel sistem bodoh,ANGER
1401,Dr reti responnya cepat,HAPPINESS
1402,"sumpah, ribet banget ini app. mau beli obatnya ribet, estimasi berubah mulu tibatiba yg 60 menit nyampe kaga ada, pokonya ribet.",ANGER
1403,"Halodoc sangat membantu, bisa konsultasi dengan dokter terdekat yang sudah pernah tau dengan dokternya. Terimakasih Halodoc",HAPPINESS
1404,"HALLO TEAM HALODOC, buat dokter umum an Dr. andi dirhan, aku bayar untuk chat dengan dokter sampe akhir sesi ga di bales sama sekali. aku hubungi cs juga ga ada email masuk untuk pengaduan. sumpah ini karena lagi sakit dan sensitif jadi makin nyess ya hehe. tolong ya semoga di respon. mksh",SADNESS
1405,Dokternya sangat terbuka,HAPPINESS
1406,Aplikasi yang sangat bermanfaat dan membuat hidup lebih mudah,HAPPINESS
1407,"Udah 2 jam saya tunggu pengiriman obat saya, gak ada yang bisa di hubungi. Drivernya juga gak bisa dihubungi, tidak ada fitur chat untuk apotek atau driver di apk🤦‍♀️🤦‍♀️, ataupun pembatalan pembeliian obatnya...",SADNESS
1408,Selalu sesuai dengan apa yg di order,HAPPINESS
1409,Benar2 bermanfaat..terima kasih 👍👍,HAPPINESS
1410,Sy hapus halodooc sy unduh lg koq jd susah masuk chat dokter ribet hrs ganti no lah koq jd ribet y bkn makin mudah,SADNESS
1411,Membantu sekali aplikasi ini tuk sy,HAPPINESS
1412,Tks halodoc...konsultasi nya,HAPPINESS
1413,Konsultasi dengan dokter sangat membantu,HAPPINESS
1414,"Membantu sekalii untuk sya yg susah oergi2 , semoga cocok dg resep obatnya",HAPPINESS
1415,"Well disini saya gk mau menjatuhkan nama siapapun tetapi saya agak kecewa. saya melakukan peduli kesehatan mental tentang gangguan kecemasan, dan saya memilih 1 dokter dan membayar dokter tsbt dengan nominal yang sudah di tentukan, lalu saya menceritakan masalah saya, tetapi jujur jawaban si dokter, hanya berdasarkan teori2 biasa dan menyuruh saya mengakses link youtube untuk membantu permasalahan saya, dan menurut saya jika jawaban yang diberikan dapat kita temukan di internet buat apa sya byar",SADNESS
1416,mantap cepet ga ribet,HAPPINESS
1417,Selalu membantu disaat kapan pun,HAPPINESS
1418,Ujung ujungnya disuruh nanya ke dokter offline sia sia bayar,ANGER
1419,"Evaluasi halodoc: 1. Dokter yg tiba² memberi resep padahal pasien belum selesai mengetik, 2. Beberapa toko obat sudah tutup, tapi obatnya masih ada di etalase dan kurir diarahkan ke sana, 3. Pesanan tidak bisa dibatalkan oleh pembeli (merugikan pembeli dan kurir) Nilai plus: call center ramah dan cekatan",SADNESS
1420,joss gandos,HAPPINESS
1421,Halodoc membantu banget,HAPPINESS
1422,"Pembayaran ribet ga bisa langsung isi saldo harus via linkaja, gopay",ANGER
1423,"Alhamdulillah, kalau mau ke psikolog gak perlu mahal banget di halodoc. Dokternya enak dan fast respon. Bisa rutin tiap bulan sekali tanpa mahal biaya. Terimakasih halodoc. Sejauh ini puas banget",HAPPINESS
1424,Sangat membantu. Terimakasih,HAPPINESS
1425,Sangat membantu bisa chat bahkan vcall dg dokter. Walopun via online rasanya sama seperti offline,HAPPINESS
1426,Tolong dong kenapa saya tidak bisa top up halodoc??kenapa saya tidak bisa bayar menggunakan BCA?? Mohon jawabannya:),SADNESS
1427,Dokternya ramah dan konsultasinya cepat,HAPPINESS
1428,terimakasih halodoc,HAPPINESS
1429,"min kenapa mau konsultasi malah eror terus gabisa, udah di uninstall juga ttep gabisa",SADNESS
1430,Komunikatif,HAPPINESS
1431,"apa apaan ? bayar 61 ribu cuma awalnya di sapa doang, kecewa pakai aplikasi ini",SADNESS
1432,"kenapa ya dokternya pada mata duitan, pas pake kupon bales chat nya seabad(lama banget) pas ga pake kupon kaya maling ayam (cepet banget) + cuman di kasi waktu 30 menit? 15 menit nunggu bales chat 15 nya lagi konsul, apaansihhh tolong di kasi pelajaran itu dokternya aplikasinya bagus, masa dokternya gini sihh, oohhh iya tambahin fitur reaport/laporkan dong biar tau rasa itu dokter mata duitan",ANGER
1433,"Bagus , respon dokternya juga oke dan ramah juga",HAPPINESS
1434,"Udah 2 kali konsuk disini ga dpt solusi sia sia , malah disuruh dtg lgs ke dokter dan tatap muka kalo kaya gitu mending dari awal ga usah ke halodoc",ANGER
1435,"Beli obat di Halodoc , cepat dan amanah, terjamin, tks Halodoc👍🙏",HAPPINESS
1436,sangat membantu di situasi yg sangat penting.. terimakasih halodoc..semakin bisa berikan pelayanan yg memuaskan.,HAPPINESS
1437,Pelayanan dokternya ramah,HAPPINESS
1438,"Tiba-tiba kelogout dari aplikasi dan minta masuk kembali,namun kode unik tidak terkirim-kirim jadi saya tidak bisa masuk akun terus",SADNESS
1439,Penjelasan dokter sangat memuaskan,HAPPINESS
1440,"Aplikasinya mudah digunakan, tapi sayang kita konsultasi sama dokter nya itu bayar loh. Tapi respon dari dokternya tidak komunikatif dan slow respon banget. Bahkan ketika kita kasih keluhannya, malah ngasih penyebab faktor dari google. Mohon untuk lebih selektif lagi buat dokter"" nya yg ada di halodoc karna kita konsul juga bayar",SADNESS
1441,Membantu banget buat aku yang susah kalau mau kontrol,HAPPINESS
1442,Dokter ramah,HAPPINESS
1443,"Tadinya rasanya ribet banget gk paham pakai aplkasi ini,stlh bisa trnyata enak",HAPPINESS
1444,Ngebantu banget 🤍,HAPPINESS
1445,dokter nya baik ramah,HAPPINESS
1446,"Dokternya ramah bgt, menenangkan pasien",HAPPINESS
1447,"aneh tiba tiba ga ada metode pengiriman instan harus reguler, kelamaan nunggu obat 3 hari",SADNESS
1448,Sangat baik untuk mengetahui penyakit dan obatnya,HAPPINESS
1449,"PAKET LAMA BGTT DTNG NYA, UDH 2 MINGGU LEBIH TU PAKET G TAU KEMNA DI PERJALANAN MULU, DI GUNDUL KUYANG KALI YA🥺 WKWK. MAAF YA SEBELUMNYA SY JG G BERMAKSUD KASI bintang⭐ TP INI GIMNA DAH PELAYANAN PENGIRIMAN, MNA G BISA DI RETURN LG ASTAGFIRULLAH 33×. UDH HUBUNGIN CS JG RESPONNYA GITU"" MULU AELAH. MOHON YAA! PAKE BGT SI INI. BAGIAN PENGIRIMAN NYA TOLONG DI PERBAIKI KASIAN ORG (SAYA) YG BUTUH BGT OBATNYA SEGERA TP MALAH DISURUH NUNGGU. SY JG UDH BAYAR ONGKIR TP MALAH BEGINI ADUHH.💔",SADNESS
1450,"Saya pasien rawat jalan, kadang walau sudah ketemu tatap muka dengan dokter, masih merasa kurang puas. Lewat aplikasi ini, jadi bisa dapat penjelasan lebih, dengan waktu yang fleksibel",HAPPINESS
1451,sungguh membantu para working mom thank you halo doc!,HAPPINESS
1452,Sangat bantu.. tp kadang error pas pembayaran,SADNESS
1453,Ngga bisa menggunakan kartu asuransi di halodoc dan ngga ada sla penyelesaian permasalahan diatas,SADNESS
1454,"user interfacenya terasa tidak nyaman, ketika layanan dimulai, jendela room chat tidak menyesuaikan dengan tampilan keyboard, sehingga apa yg diketik tidak terlihat di hp saya, namun bisa dilihat jika tampilan keyboard harus ditutup dahulu.",SADNESS
1455,"Slow respon bgt dokternya😞,jujur saya pengguna baru yg kecewaaa akan in",SADNESS
1456,Qlhamdulillah merasa tervantu,HAPPINESS
1457,"Ku pikir beli obat di Halodoc , obatnya cepat sampai, ternyata udah seminggu ga dateng dateng, sangat mengecewakan padahal obatnya d butuhkan cepat cepat",SADNESS
1458,"akurat, komunikatif",HAPPINESS
1459,Aplikasi lemot banget setelah update 6 juni,SADNESS
1460,tidak semua obat bisa di resepkan,SADNESS
1461,Gimana sih ?? Belom juga konsul nunggu beberapa detik dokternya ngga bisa d hubungi kok saldo saya berkurang ? Apaan kek gitu,SADNESS
1462,Mengefektifkan konsultasi dgn dokter. Jd bs tertanganidengan cepat,HAPPINESS
1463,Sistem pembayaran nya tambahin lagi dong biar kga ribet yg kga punya dana atau gopay,SADNESS
1464,Dokter nya Fast Respon terimkasih Dokter,HAPPINESS
1465,Sangat berguna untuk saya y malas ke dokter.,HAPPINESS
1466,Sudah bayar tinggal nunggu resep. Malah error. Dicoba berapa kali gak muncul. Busuk ! Mending ke dokter offline,ANGER
1467,sangat ramah dan detail untuk konsultasi,HAPPINESS
1468,mudah di hubungi,HAPPINESS
1469,"saat saya mencoba melihat2 pilihan dokter dan menerapkan penggunaan filter berdasarkan, kemudian saya pencet tombol back/kembali. filter-nya malah kehapus/ke-reset sendiri, masa harus mengatur filter ulang lagi. Capek dong.. tolong diperbaiki, diupdate ya aplikasinya. terima kasih🙏",SADNESS
1470,"Penyelamat kalau lagi sakit, meski ongkir nya mahal 🤣",HAPPINESS
1471,pelayanan cepat,HAPPINESS
1472,Aplikasi sampah. Bikin repot satu apotek. Istriku ngomel 2 minggu gara gara pasien. Beli pakai halodoc ngga nyampai2 barangnya lalu pesan pakai gosend. Akhirnya kedobelan order. Yang gosen masuk apotek. Yang halodoc masuk apotek lain tapi kurirnya nagih obat ke apotek istriku. Akhirnya ditomboki rugi dong uang masuk apotek lain. Setelahnya apotek tersebut mau balikin obat. Aplikasi Tolol bikin sakit hati. Kalau melayani penjual yang jelas apoteknya tertera. Semua order ditulisi apotek solo,ANGER
1473,"aplikasi bermafaat bgt, lagi dimana saja bisa dadakan konsultasi dengan dokter ahli, apalagi dokter umum nya tadi baik bgt, atas nama Jihan Faqih, makasih banyak halodoc dan dr.Jihan Faqih, sukses slalu...",HAPPINESS
1474,pelayanan buruk lamaaaaa,SADNESS
1475,puas,HAPPINESS
1476,Memuakan sekali,HAPPINESS
1477,Susah amat mau chat dokter.. ga bisa bisa lemottttttttt 1 jam ngubek2 ga bisa konsul. Bikin kesel,ANGER
1478,pengiriman super lama estimasi 5 hari tapi udah 6 hari pesanan belum sampai pas di chat kurir nya malah bilang suruh nunggu 7 hari lagi lama banget udah di bayar tapi melebihi paket shopee dari jakarta 3 hari sampe,SADNESS
1479,Banyak membantu disaat genting tidak bisa ke rumah sakit,HAPPINESS
1480,"Sangat membantu, tidak perlu antri, bisa kapan saja dari rumah, dan tidak malu jika yg diperiksa di bagian sensitif",HAPPINESS
1481,Dokter Arif terbaik,HAPPINESS
1482,Singkat padat jelas,HAPPINESS
1483,"Saya kecewa krn dokter yg biasa saya d halodoc sudah tidak ada, bagaimana sih. Yg lain kurang klop soalnya",SADNESS
1484,baguss,HAPPINESS
1485,"HIDUP LAGI CAPE2 NYA, kalo emg dokternya lg sibuk jangan di taruh di rekomendasi dong, saya udah bayar jadinya transaksi gagal, mana voucher hanguss, uang ga langsung di kembalikan",SADNESS
1486,"ga bisa registrasi, otp gagal terus, fitur2 ga keluar.app ngaco",SADNESS
1487,"Berobat di halodoc di daerah seperti cirebon jarang bisa komplit resepnya. Ketika minta obat rutin tidak bisa terpenuhi 100% resep nya. Telp cs diputus terus pura pura tidak mendengar suara saya. Kalo error sarana telp, telp balik saya dong... Orang yang bergaji besar disana tolong cari solusi atas keluhan saya... berdosa anda semua kepada perusahaan bila tidak memperbaiki kinerja yang sangat mudah itu...",SADNESS
1488,Mntap,HAPPINESS
1489,"Memudahkan, gak ribet, dokternya juga tidak pelit informasi.",HAPPINESS
1490,Sangat Membantu saat gk bisa kluar untuk beli obat...,HAPPINESS
1491,Pelayanan kurang memuaskan,SADNESS
1492,Sangat sanhat membantu,HAPPINESS
1493,"Mahal, waktu konsultasi sebentar, dan belum sembuh",SADNESS
1494,"Fast response, keren ini aplikasi",HAPPINESS
1495,Alhamdulillah penjelasan yg di berikan sangat membantu sekali,HAPPINESS
1496,Ok...👍🙏,HAPPINESS
1497,Oke bgt,HAPPINESS
1498,Cepat respon dan sangat membantu ketika malas untuk ke klinik,HAPPINESS
1499,"Sangat membantu,jd ketika kita tidak bisa lgs dtg ke rs,bisa pke app halodoc",HAPPINESS
1500,Dokter sangat ramah,HAPPINESS
1501,Tidak harus repot untuk membeli obat,HAPPINESS
1502,Yes...oke,HAPPINESS
1503,"Pesan Lactobe saat anak muntah muntah, diantarnya 3 hari setelahnya... kapok saya...",ANGER
1504,"Konsultasi dokter oke, cuman useless ketika di kota kita tidak ada stok obat saat mau nebus resep, pakai pengiriman sampai 4 hari baru nyampe tujuan, keburu sakit parah pasiennya. Please, bikin resep digital yg bisa kita pakai untuk tebus obat di apotek yg tidak bekerja sama dengan halodoc, takut hilang cuan? Kasih biaya tambahan ketika pasien meminta resep yang bisa ditebus selain di halodoc, kita ga masalah kok bayar lagi, yg penting pasien tertangani, enak kan bisa tetap cuan?",SADNESS
1505,Gabisa isi gender apk jelek,SADNESS
1506,Pelayanan sangat bagus,HAPPINESS
1507,Berguna...apa lgi sdg bermasalah dgn kesehatan di lokasi yg terisolasi.,HAPPINESS
1508,sangat membantu dan terjangkau,HAPPINESS
1509,Cuma dr gizi nya yg susah jadwalnya😁,SADNESS
1510,So far so good....sangat membantu,HAPPINESS
1511,"Saya bertahun² pakai apk ini knpa semakin menurun kualt apknya , stlh diperbaruhi malah ndak isa dipencet² apapun .kecewa",SADNESS
1512,Dokternya sangat ramah penjelasan sangat bisa di pahami,HAPPINESS
1513,Suka sih cepet prosesnya.. tapi untuk biaya jasa kurirnya mahal banget 😭,SADNESS
1514,Saya order obat tapi tidak sampai padahal saya order yg instan pertama kali order di halodoc langsung ngecewain,SADNESS
1515,"Not recomended. Resep tdk dapat digunakan padahal salah apotek, chat cs malah di suruh konsultasi ulang. Pemesanan pertama produk lama dikirim sampai 1 mingguan.",SADNESS
1516,"Apk gak jelas , udah dibayar , pembayaran berhasil keterangan dokter sibuk. Ganti dokter bayar lagi. Sinting nih apk. Nyesel download",ANGER
1517,"Sangat membantu di saat sakit di rumah sendirian, tinggal buka aplikasi, konsultasi dan m3nunggu obat, terima kasih halodoc",HAPPINESS
1518,Makin mahal ya tarif buat ke psikiaternya Tolong dong balikin ke 50k aja kayak biasa,SADNESS
1519,jelek banget ga jelas,ANGER
1520,Dokternya fast respon Sangat rekomendasi,HAPPINESS
1521,knp ya apotek rekanan halodoc sering ga ad obat resepan dokter..konsumen jd rugi biaya konsultasi Dan ada lg nih barusan di konfirm apotek di aplikasi obatnya tersedia ternyata sistem ga update..rugi lg biaya konsul. Knp ya untuk wilayah klaten kota rekanan apoteknya mlh k apotek2 yg dr luar klaten kota..jd sering bgtt ga lengkap..semoga kedepan bisa di review lg agar apotek rekanan lbh lengkap persediaan obat dan update sistemnya.,SADNESS
1522,Sangat puas,HAPPINESS
1523,Masyaallah baru ini konsultasi jelas dan puas.. Terimakasih halodoc,HAPPINESS
1524,"Aplikasi ini sangat bermanfaat sekali, biaya nya juga termasuk murah, dokter yg melayani juga baik2 Good",HAPPINESS
1525,"Saldo kok bisa hilang,",SADNESS
1526,Alhamdulillah tabarokallah Ini sangat membantu. Terima kasih halodoc ❤,HAPPINESS
1527,Cepat dan mudah,HAPPINESS
1528,ga guna udg di tf mlh blg dokter sibuk,ANGER
1529,"Dokternya ramah, informatif, aplikasi yang sangat bermanfaat untuk konsultasi tidak membuang banyak uang dan waktu",HAPPINESS
1530,"Yang susah dicari obatnya selalu ada disini, harga obatnya pun ga mahal",HAPPINESS
1531,Untuk apotek ktdk menjangkau banyak,SADNESS
1532,"lemot bgt gilak aplikasinya, sampe gabisa konsul sama dokter, yg ada rugi",SADNESS
1533,Ah gimana sih mau pesee obat ribet bgt hrs chat ulang lg sm doktenrya! Rempomg mana lama lg dokterrya,ANGER
1534,Good way to keep our health,HAPPINESS
1535,Pake kode promo dari gojek swadaya eh pas di pake malah vocher tidak berlaku👎👎👎👎👎 ribet banget,ANGER
1536,Membantu ketika mencari obat yang susah didapat.,HAPPINESS
1537,aku butuh waktu yg sngt banyak,SADNESS
1538,Sangat memuaskan Hanya saja kuota voucher nya sedikit sekali Utk saya yg konsul ke sekian kalinya udh ga dapat kuota lagi,SADNESS
1539,"Apk busuk, apotek susah cari obat, paket pengiriman ga semua instan, giliran dapat instan tokonya ternyata udah tutup lama dan ga bisa cancel sendiri, setelah telpon cs yang habisin pulsa 50rb selama 5 menit baru bisa kelar masalah. Uninstall segera!!!",ANGER
1540,"Opsi terbaik jika bingung mau ke rumah sakit, tinggal pilih dokter sesuai kebutuhan kondisi kita",HAPPINESS
1541,heleh. nggak bisa dipakai. gagal terus pas masukkan ke keranjang,SADNESS
1542,"dokternya slowrespon,rugi bayar",ANGER
1543,"Lebih mudah, tidak perlu keluar rumah untuk berobat",HAPPINESS
1544,Cs Alodoc yg mana ya? Susah banget kontek. Udah coba call not available! Sudah chat email pun blm respons. Live chat belum avail juga,SADNESS
1545,"saat darurat tidak bisa ke dokter langsung, bisa konsultasi ke halodoc. sangat membantu",HAPPINESS
1546,Bagus Ulasan sangat membantu,HAPPINESS
1547,Jelek. Pesan obat pertama kali selalu gagal ( ada yang salah coba lagi ),SADNESS
1548,"Terimakasih dokter Marietta s.s atas keramahan dan saran nya, semoga bermanfaat untuk saya {Pasien}",HAPPINESS
1549,"Kapok, telat gabisa chat, padahal kan wktu konsultasi 30 menit, telat 10 menit gabisa konsultasi 50rb melayang.",ANGER
1550,"Hallo. Ini kenapa situs kalender menstruasi tidak bisa kebuka yaa? Kalau open semuanya bisa, kecuali kalender menstruasi nya. Ini ada yg salah dari aplikasi nya atau hp saya?",SADNESS
1551,good service,HAPPINESS
1552,Bermanfaat di kalah sakit tak modal duit yg memadai,HAPPINESS
1553,Halodoc RIBET BANGET. Kayak robot. birokrasi banget.... Kayak ngomong sama mesin penjawab telpon. Logika manusia nya gak dipakai.,ANGER
1554,terimakasih sudah menjadi alternatif pengobatan online,HAPPINESS
1555,Lumayan baik dan bagus,HAPPINESS
1556,Fast respon,HAPPINESS
1557,"Gak bisa melakukan pembayaran, padahal saldo gopay nya udah diisi dan udah refresh reinstal ulang tetep aja. RIBET!!",ANGER
1558,Saya suka sangat jelas,HAPPINESS
1559,Waktu tgu dokter hanya 10 mnt. Blm sempt konsultasi tdk bs refund,SADNESS
1560,"Apk sy mengalami error, dimana saya sudah mengkonfirmasi pembayaran, akan tetapi berulang kali diminta OTP tapi gagal/tidak bisa masuk kembali ke apk Halodoc, kemudian sy lakukan pembatalan ternyata pembayaran sdh masuk dan tidak bisa refund sehingga sy harus melakukan 2x pembayaran untuk bisa menggunakan apk Halodoc ini.",SADNESS
1562,"Jangan pesan obat diaplikasi ini, karna barangnya ngga nyampe"", pengiriman lama banget!",SADNESS
1563,Sangat membantu saat tidak bisa ke RS,HAPPINESS
1564,Dokternya inovatif,HAPPINESS
